-19.949113		0.000000
-19.637409		0.000009
-19.325704		-0.000018
-19.013999		0.000027
-18.702294		-0.000036
-18.390589		0.000045
-18.078884		-0.000054
-17.767179		0.000064
-17.455474		-0.000073
-17.143769		0.000083
-16.832064		-0.000093
-16.520360		0.000104
-16.208655		-0.000115
-15.896950		0.000126
-15.585245		-0.000137
-15.273540		0.000150
-14.961835		-0.000162
-14.650130		0.000175
-14.338425		-0.000189
-14.026720		0.000204
-13.715015		-0.000219
-13.403311		0.000236
-13.091606		-0.000253
-12.779901		0.000271
-12.468196		-0.000291
-12.156491		0.000312
-11.844786		-0.000335
-11.533081		0.000359
-11.221376		-0.000385
-10.909671		0.000413
-10.597967		-0.000444
-10.286262		0.000477
-9.974557		-0.000514
-9.662852		0.000553
-9.351147		-0.000597
-9.039442		0.000646
-8.727737		-0.000699
-8.416032		0.000759
-8.104327		-0.000825
-7.792622		0.000900
-7.480918		-0.000984
-7.169213		0.001080
-6.857508		-0.001189
-6.545803		0.001314
-6.234098		-0.001459
-5.922393		0.001628
-5.610688		-0.001826
-5.298983		0.002062
-4.987278		-0.002346
-4.675573		0.002690
-4.363869		-0.003115
-4.052164		0.003647
-3.740459		-0.004329
-3.428754		0.005222
-3.117049		-0.006426
-2.805344		0.008110
-2.493639		-0.010578
-2.181934		0.014437
-1.870229		-0.021052
-1.558524		0.034153
-1.246820		-0.067219
-0.935115		0.864590
-0.623410		1.362562
-0.311705		1.179582
0.000000		1.319623
0.311705		1.179582
0.623410		1.362562
0.935115		0.864590
1.246820		-0.067219
1.558524		0.034153
1.870229		-0.021052
2.181934		0.014437
2.493639		-0.010578
2.805344		0.008110
3.117049		-0.006426
3.428754		0.005222
3.740459		-0.004329
4.052164		0.003647
4.363869		-0.003115
4.675573		0.002690
4.987278		-0.002346
5.298983		0.002062
5.610688		-0.001826
5.922393		0.001628
6.234098		-0.001459
6.545803		0.001314
6.857508		-0.001189
7.169213		0.001080
7.480918		-0.000984
7.792622		0.000900
8.104327		-0.000825
8.416032		0.000759
8.727737		-0.000699
9.039442		0.000646
9.351147		-0.000597
9.662852		0.000553
9.974557		-0.000514
10.286262		0.000477
10.597967		-0.000444
10.909671		0.000413
11.221376		-0.000385
11.533081		0.000359
11.844786		-0.000335
12.156491		0.000312
12.468196		-0.000291
12.779901		0.000271
13.091606		-0.000253
13.403311		0.000236
13.715015		-0.000219
14.026720		0.000204
14.338425		-0.000189
14.650130		0.000175
14.961835		-0.000162
15.273540		0.000150
15.585245		-0.000137
15.896950		0.000126
16.208655		-0.000115
16.520360		0.000104
16.832064		-0.000093
17.143769		0.000083
17.455474		-0.000073
17.767179		0.000064
18.078884		-0.000054
18.390589		0.000045
18.702294		-0.000036
19.013999		0.000027
19.325704		-0.000018
19.637409		0.000009
