-19.792033		-0.000000
-19.173532		0.000000
-18.555031		-0.000000
-17.936530		-0.000000
-17.318029		-0.000000
-16.699528		0.000000
-16.081027		0.000000
-15.462526		-0.000000
-14.844025		-0.000000
-14.225524		0.000000
-13.607023		-0.000000
-12.988522		-0.000000
-12.370021		-0.000000
-11.751520		0.000000
-11.133019		-0.000000
-10.514518		-0.000000
-9.896017		-0.000000
-9.277515		0.000000
-8.659014		-0.000000
-8.040513		-0.000000
-7.422012		-0.000000
-6.803511		0.000000
-6.185010		-0.000000
-5.566509		0.000000
-4.948008		-0.000000
-4.329507		0.000000
-3.711006		-0.000000
-3.092505		0.000000
-2.474004		-0.000000
-1.855503		0.000000
-1.237002		-0.000000
-0.618501		0.000000
0.000000		0.074229
0.618501		0.000000
1.237002		-0.000000
1.855503		0.000000
2.474004		-0.000000
3.092505		0.000000
3.711006		-0.000000
4.329507		0.000000
4.948008		-0.000000
5.566509		0.000000
6.185010		-0.000000
6.803511		0.000000
7.422012		-0.000000
8.040513		-0.000000
8.659014		-0.000000
9.277515		0.000000
9.896017		-0.000000
10.514518		-0.000000
11.133019		-0.000000
11.751520		0.000000
12.370021		-0.000000
12.988522		-0.000000
13.607023		-0.000000
14.225524		0.000000
14.844025		-0.000000
15.462526		-0.000000
16.081027		0.000000
16.699528		0.000000
17.318029		-0.000000
17.936530		-0.000000
18.555031		-0.000000
19.173532		0.000000
